,state_time,state_inventory,action,reward,next_state - Inventory,next_state - Time,done,,,PandL_vs_TWAP,PandL_agent,PandL_TWAP
0,0,1,0.03,0.012267876,0.02,0.97,FALSE,,0,2112.535712,0.025390232,0.001147563
1,0.02,0.97,0.03,0.012410713,0.04,0.94,FALSE,,1,695.2078095,0.00859099,0.001080345
2,0.04,0.94,0.03,0.012596401,0.06,0.91,FALSE,,2,1662.92221,0.018420236,0.001044869
3,0.06,0.91,0.03,0.012501176,0.08,0.88,FALSE,,3,-100,0,0.001072877
4,0.08,0.88,0.03,0.012524982,0.1,0.85,FALSE,,4,-100,0,0.00102931
5,0.1,0.85,0.03,0.012329772,0.12,0.82,FALSE,,5,-100,0,0.001037401
6,0.12,0.82,0.03,0.011971252,0.14,0.79,FALSE,,6,-100,0,0.001047981
7,0.14,0.79,0.03,0.011915545,0.16,0.76,FALSE,,7,-100,0,0.00102153
8,0.16,0.76,0.03,0.011510841,0.18,0.73,FALSE,,8,-100,0,0.001085324
9,0.18,0.73,0.03,0.011458468,0.2,0.7,FALSE,,9,-100,0,0.001075989
10,0.2,0.7,0.03,0.011534647,0.22,0.67,FALSE,,10,-100,0,0.00102931
11,0.22,0.67,0.03,0.01127278,0.24,0.64,FALSE,,11,-100,0,0.001038646
12,0.24,0.64,0.03,0.011463229,0.26,0.61,FALSE,,12,-100,0,0.000873714
13,0.26,0.61,0.03,0.011467038,0.28,0.58,FALSE,,13,-100,0,0.00083326
14,0.28,0.58,0.03,0.011244213,0.3,0.55,FALSE,,14,-100,0,0.000911057
15,0.3,0.55,0.03,0.011087092,0.32,0.52,FALSE,,15,-100,0,0.000992901
16,0.32,0.52,0.03,0.010752378,0.34,0.49,FALSE,,16,-100,0,0.000926617
17,0.34,0.49,0.03,0.011148988,0.36,0.46,FALSE,,17,-100,0,0.000988855
18,0.36,0.46,0.03,0.011087092,0.38,0.43,FALSE,,18,-100,0,0.001002859
19,0.38,0.43,0.03,0.011229929,0.4,0.4,FALSE,,19,-100,0,0.00088305
20,0.4,0.4,0.03,0.01107757,0.42,0.37,FALSE,,20,-100,0,0.000780046
21,0.42,0.37,0.03,0.010779517,0.44,0.34,FALSE,,21,-100,0,0.000640632
22,0.44,0.34,0.03,0.011225168,0.46,0.31,FALSE,,22,-100,0,0.00073679
23,0.46,0.31,0.03,0.011677484,0.48,0.28,FALSE,,23,-100,0,0.000757329
24,0.48,0.28,0.03,0.011677484,0.5,0.25,FALSE,,24,-100,0,0.000828592
25,0.5,0.25,0.03,0.011677484,0.52,0.22,FALSE,,25,-100,0,0.00075235
26,0.52,0.22,0.03,0.011677484,0.54,0.19,FALSE,,26,-100,0,0.000668328
27,0.54,0.19,0.03,0.011303728,0.56,0.16,FALSE,,27,-100,0,0.000634097
28,0.56,0.16,0.03,0.012372623,0.58,0.13,FALSE,,28,-100,0,0.000556922
29,0.58,0.13,0.03,0.012567833,0.6,0.1,FALSE,,29,-100,0,0.000574971
30,0.6,0.1,0.03,0.01228216,0.62,0.07,FALSE,,30,-100,0,0.000382032
31,0.62,0.07,0.03,0.012363101,0.64,0.04,FALSE,,31,-100,0,0.000397592
32,0.64,0.04,0.03,0.012006009,0.66,0.01,FALSE,,32,-100,0,0.000279339
33,0.66,0.01,0.01,0.006808192,0.68,0,FALSE,,33,-100,0,0.000324462
34,0.68,0,0,0,0.7,0,FALSE,,34,-100,0,0.00046512
35,0.7,0,0,0,0.72,0,FALSE,,35,-100,0,0.00060609
36,0.72,0,0,0,0.74,0,FALSE,,36,-100,0,0.000422487
37,0.74,0,0,0,0.76,0,FALSE,,37,-100,0,0.000441159
38,0.76,0,0,0,0.78,0,FALSE,,38,-100,0,0.000441159
39,0.78,0,0,0,0.8,0,FALSE,,39,-100,0,0.000764797
40,0.8,0,0,0,0.82,0,FALSE,,40,-100,0,0.000960848
41,0.82,0,0,0,0.84,0,FALSE,,41,-100,0,0.000864379
42,0.84,0,0,0,0.86,0,FALSE,,42,-100,0,0.000872158
43,0.86,0,0,0,0.88,0,FALSE,,43,-100,0,0.000749238
44,0.88,0,0,0,0.9,0,FALSE,,44,-100,0,0.00061138
45,0.9,0,0,0,0.92,0,FALSE,,45,-100,0,0.000609202
46,0.92,0,0,0,0.94,0,FALSE,,46,-100,0,0.000497173
47,0.94,0,0,0,0.96,0,FALSE,,47,-100,0,0.000557855
48,0.96,0,0,0,0.98,0,FALSE,,48,-100,0,0.000497173
49,0.98,0,0,0,1,0,TRUE,,49,-100,0,0.000310458
50,0,1,0.03,0.012305966,0.02,0.97,FALSE,,50,1432.855205,0.00485428,0.000316682
51,0.02,0.97,0.03,0.012334533,0.04,0.94,FALSE,,51,1895.69344,0.006444214,0.000322906
52,0.04,0.94,0.03,0.012353578,0.06,0.91,FALSE,,52,-100,0,0.00018287
53,0.06,0.91,0.03,0.012382145,0.08,0.88,FALSE,,53,-100,0,0.00010196
54,0.08,0.88,0.03,0.012344056,0.1,0.85,FALSE,,54,-100,0,1.79E-05
55,0.1,0.85,0.03,0.012272637,0.12,0.82,FALSE,,55,-100,0,1.48E-05
56,0.12,0.82,0.03,0.012349293,0.14,0.79,FALSE,,56,-100,0,0.000111296
57,0.14,0.79,0.03,0.012398334,0.16,0.76,FALSE,,57,-100,0,0.000126856
58,0.16,0.76,0.03,0.012408332,0.18,0.73,FALSE,,58,-100,0,0.000217101
59,0.18,0.73,0.03,0.012405952,0.2,0.7,FALSE,,59,-100,0,0.000251332
60,0.2,0.7,0.03,0.012420235,0.22,0.67,FALSE,,60,-100,0,0.000204653
61,0.22,0.67,0.03,0.012553549,0.24,0.64,FALSE,,61,-100,0,0.000273115
62,0.24,0.64,0.03,0.012578784,0.26,0.61,FALSE,,62,-100,0,0.000298011
63,0.26,0.61,0.03,0.012510698,0.28,0.58,FALSE,,63,-100,0,0.000375809
64,0.28,0.58,0.03,0.01216789,0.3,0.55,FALSE,,64,-100,0,0.000391057
65,0.3,0.55,0.03,0.011696529,0.32,0.52,FALSE,,65,-100,0,0.000442092
66,0.32,0.52,0.03,0.011696529,0.34,0.49,FALSE,,66,-100,0,0.000490949
67,0.34,0.49,0.03,0.011696529,0.36,0.46,FALSE,,67,-100,0,0.000294899
68,0.36,0.46,0.03,0.010672866,0.38,0.43,FALSE,,68,-100,0,0.000444271
69,0.38,0.43,0.03,0.009920592,0.4,0.4,FALSE,,69,-100,0,0.00039448
70,0.4,0.4,0.03,0.009839651,0.42,0.37,FALSE,,70,-100,0,0.000319794
71,0.42,0.37,0.03,0.00940638,0.44,0.34,FALSE,,71,-100,0,0.000373941
72,0.44,0.34,0.03,0.009468276,0.46,0.31,FALSE,,72,-100,0,0.000405372
73,0.46,0.31,0.03,0.00901596,0.48,0.28,FALSE,,73,-100,0,0.000501219
74,0.48,0.28,0.04,0.006446673,0.5,0.24,FALSE,,74,-100,0,0.000593642
75,0.5,0.24,0.03,0.009485416,0.52,0.21,FALSE,,75,-100,0,0.000568747
76,0.52,0.21,0.03,0.009130229,0.54,0.18,FALSE,,76,-100,0,0.000587419
77,0.54,0.18,0.03,0.009058811,0.56,0.15,FALSE,,77,-100,0,0.000634097
78,0.56,0.15,0.03,0.009311156,0.58,0.12,FALSE,,78,-100,0,0.000634097
79,0.58,0.12,0.03,0.009006437,0.6,0.09,FALSE,,79,-100,0,0.000634097
80,0.6,0.09,0.03,0.009206409,0.62,0.06,FALSE,,80,-100,0,0.000696335
81,0.62,0.06,0.03,0.009463515,0.64,0.03,FALSE,,81,-100,0,0.000556299
82,0.64,0.03,0.03,0.009658725,0.66,0,FALSE,,82,-100,0,0.000351847
83,0.66,0,0,0,0.68,0,FALSE,,83,-100,0,0.000372697
84,0.68,0,0,0,0.7,0,FALSE,,84,-100,0,0.000469166
85,0.7,0,0,0,0.72,0,FALSE,,85,-100,0,0.000528292
86,0.72,0,0,0,0.74,0,FALSE,,86,-100,0,0.000363361
87,0.74,0,0,0,0.76,0,FALSE,,87,-100,0,0.000226437
88,0.76,0,0,0,0.78,0,FALSE,,88,-100,0,0.000120632
89,0.78,0,0,0,0.8,0,FALSE,,89,-100,0,0.000173534
90,0.8,0,0,0,0.82,0,FALSE,,90,-100,0,7.71E-05
91,0.82,0,0,0,0.84,0,FALSE,,91,-100,0,8.95E-05
92,0.84,0,0,0,0.86,0,FALSE,,92,-100,0,0.000220213
93,0.86,0,0,0,0.88,0,FALSE,,93,-100,0,0.000265336
94,0.88,0,0,0,0.9,0,FALSE,,94,-100,0,0.000330686
95,0.9,0,0,0,0.92,0,FALSE,,95,-100,0,0.000220213
96,0.92,0,0,0,0.94,0,FALSE,,96,-100,0,0.000238884
97,0.94,0,0,0,0.96,0,FALSE,,97,-100,0,0.000241374
98,0.96,0,0,0,0.98,0,FALSE,,98,-100,0,0.000129968
99,0.98,0,0,0,1,0,TRUE,,99,-100,0,0.000161087
100,0,1,0.69,-6.142509461,0.02,0.31,FALSE,,100,491.8831492,0.000621905,0.000105072
101,0.02,0.31,0.03,0.009958682,0.04,0.28,FALSE,,101,-100,0,0.00011752
102,0.04,0.28,0.28,-0.884941491,0.06,0,FALSE,,102,-100,0,0.000133079
103,0.06,0,0,0,0.08,0,FALSE,,103,214.8687397,0.000399429,0.000126856
104,0.08,0,0,0,0.1,0,FALSE,,104,-100,0,5.53E-05
105,0.1,0,0,0,0.12,0,FALSE,,105,-100,0,1.79E-05
106,0.12,0,0,0,0.14,0,FALSE,,106,-100,0,4.59E-05
107,0.14,0,0,0,0.16,0,FALSE,,107,-100,0,7.71E-05
108,0.16,0,0,0,0.18,0,FALSE,,108,-100,0,1.95E-05
109,0.18,0,0,0,0.2,0,FALSE,,109,-100,0,-3.84E-06
110,0.2,0,0,0,0.22,0,FALSE,,110,-100,0,4.59E-05
111,0.22,0,0,0,0.24,0,FALSE,,111,-100,0,2.11E-05
112,0.24,0,0,0,0.26,0,FALSE,,112,-100,0,0.00010196
113,0.26,0,0,0,0.28,0,FALSE,,113,-100,0,0.00016731
114,0.28,0,0,0,0.3,0,FALSE,,114,-100,0,0.000164199
115,0.3,0,0,0,0.32,0,FALSE,,115,-100,0,0.000151751
116,0.32,0,0,0,0.34,0,FALSE,,116,-100,0,7.86E-05
117,0.34,0,0,0,0.36,0,FALSE,,117,-100,0,0.000123744
118,0.36,0,0,0,0.38,0,FALSE,,118,-100,0,0.000254444
119,0.38,0,0,0,0.4,0,FALSE,,119,-100,0,0.000254444
120,0.4,0,0,0,0.42,0,FALSE,,120,-100,0,0.000254444
121,0.42,0,0,0,0.44,0,FALSE,,121,-100,0,0.000254444
122,0.44,0,0,0,0.46,0,FALSE,,122,-100,0,0.001023086
123,0.46,0,0,0,0.48,0,FALSE,,123,-100,0,0.001197353
124,0.48,0,0,0,0.5,0,FALSE,,124,-100,0,0.001384068
125,0.5,0,0,0,0.52,0,FALSE,,125,-100,0,0.001577006
126,0.52,0,0,0,0.54,0,FALSE,,126,-100,0,0.001496097
127,0.54,0,0,0,0.56,0,FALSE,,127,-100,0,0.001514768
128,0.56,0,0,0,0.58,0,FALSE,,128,-100,0,0.001570783
129,0.58,0,0,0,0.6,0,FALSE,,129,-100,0,0.001586342
130,0.6,0,0,0,0.62,0,FALSE,,130,-100,0,0.001642357
131,0.62,0,0,0,0.64,0,FALSE,,131,-100,0,0.001550555
132,0.64,0,0,0,0.66,0,FALSE,,132,-100,0,0.001471201
133,0.66,0,0,0,0.68,0,FALSE,,133,-100,0,0.001393404
134,0.68,0,0,0,0.7,0,FALSE,,134,-100,0,0.00151788
135,0.7,0,0,0,0.72,0,FALSE,,135,-100,0,0.001595678
136,0.72,0,0,0,0.74,0,FALSE,,136,-100,0,0.001600968
137,0.74,0,0,0,0.76,0,FALSE,,137,-100,0,0.001539663
138,0.76,0,0,0,0.78,0,FALSE,,138,-100,0,0.001496097
139,0.78,0,0,0,0.8,0,FALSE,,139,-100,0,0.001570783
140,0.8,0,0,0,0.82,0,FALSE,,140,-100,0,0.001661028
141,0.82,0,0,0,0.84,0,FALSE,,141,-100,0,0.001513212
142,0.84,0,0,0,0.86,0,FALSE,,142,-100,0,0.001547443
143,0.86,0,0,0,0.88,0,FALSE,,143,-100,0,0.001548999
144,0.88,0,0,0,0.9,0,FALSE,,144,-100,0,0.001527216
145,0.9,0,0,0,0.92,0,FALSE,,145,-100,0,0.001636133
146,0.92,0,0,0,0.94,0,FALSE,,146,-100,0,0.001720154
147,0.94,0,0,0,0.96,0,FALSE,,147,-100,0,0.00175034
148,0.96,0,0,0,0.98,0,FALSE,,148,-100,0,0.001787683
149,0.98,0,0,0,1,0,TRUE,,149,-100,0,0.001894421
150,0,1,0.03,0.004754664,0.02,0.97,FALSE,,150,-100,0,0.001898467
151,0.02,0.97,0.03,0.004695148,0.04,0.94,FALSE,,151,-100,0,0.001726378
152,0.04,0.94,0.03,0.003631015,0.06,0.91,FALSE,,152,-100,0,0.001807288
153,0.06,0.91,0.03,0.004050002,0.08,0.88,FALSE,,153,1190.562446,0.022761922,0.001763721
154,0.08,0.88,0.03,0.004178555,0.1,0.85,FALSE,,154,3116.361538,0.057398251,0.001784571
155,0.1,0.85,0.03,0.004397572,0.12,0.82,FALSE,,155,204.580828,0.005201347,0.001707707
156,0.12,0.82,0.03,0.004511841,0.14,0.79,FALSE,,156,-100,0,0.001835295
157,0.14,0.79,0.03,0.004521364,0.16,0.76,FALSE,,157,-100,0,0.001765588
158,0.16,0.76,0.03,0.004207599,0.18,0.73,FALSE,,158,-100,0,0.001723266
159,0.18,0.73,0.03,0.004030957,0.2,0.7,FALSE,,159,-100,0,0.001797952
160,0.2,0.7,0.03,0.004216645,0.22,0.67,FALSE,,160,-100,0,0.001829071
161,0.22,0.67,0.03,0.004073809,0.24,0.64,FALSE,,161,-100,0,0.001829071
162,0.24,0.64,0.03,0.003907166,0.26,0.61,FALSE,,162,-100,0,0.001829071
163,0.26,0.61,0.03,0.004166652,0.28,0.58,FALSE,,163,-100,0,0.000924127
164,0.28,0.58,0.03,0.003873837,0.3,0.55,FALSE,,164,-100,0,0.000700381
165,0.3,0.55,0.03,0.003911927,0.32,0.52,FALSE,,165,-100,0,0.000834815
166,0.32,0.52,0.03,0.003921449,0.34,0.49,FALSE,,166,-100,0,0.001128891
167,0.34,0.49,0.04,-0.000384098,0.36,0.45,FALSE,,167,-100,0,0.001116443
168,0.36,0.45,0.03,0.003997629,0.38,0.42,FALSE,,168,-100,0,0.001051093
169,0.38,0.42,0.03,0.003578641,0.4,0.39,FALSE,,169,-100,0,0.000944355
170,0.4,0.39,0.03,0.003296301,0.42,0.36,FALSE,,170,-100,0,0.000811476
171,0.42,0.36,0.03,0.00337867,0.44,0.33,FALSE,,171,-100,0,0.000767909
172,0.44,0.33,0.03,0.003350102,0.46,0.3,FALSE,,172,-100,0,0.000814588
173,0.46,0.3,0.03,0.003697672,0.48,0.27,FALSE,,173,-100,0,0.000923505
174,0.48,0.27,0.01,0.004039699,0.5,0.26,FALSE,,174,-100,0,0.0009484
175,0.5,0.26,0.03,0.003957159,0.52,0.23,FALSE,,175,-100,0,0.000929729
176,0.52,0.23,0.03,0.004045241,0.54,0.2,FALSE,,176,-100,0,0.000861267
177,0.54,0.2,0.03,0.003665295,0.56,0.17,FALSE,,177,-100,0,0.00080214
178,0.56,0.17,0.03,0.004183317,0.58,0.14,FALSE,,178,-100,0,0.000923505
179,0.58,0.14,0.03,0.004111898,0.6,0.11,FALSE,,179,-100,0,0.000873714
180,0.6,0.11,0.03,0.00404048,0.62,0.08,FALSE,,180,-100,0,0.000979519
181,0.62,0.08,0.03,0.004169033,0.64,0.05,FALSE,,181,-100,0,0.000979519
182,0.64,0.05,0.03,0.003935733,0.66,0.02,FALSE,,182,-100,0,0.000967072
183,0.66,0.02,0.02,0.005218455,0.68,0,FALSE,,183,-100,0,0.000914169
184,0.68,0,0,0,0.7,0,FALSE,,184,-100,0,0.000982631
185,0.7,0,0,0,0.72,0,FALSE,,185,-100,0,0.001054205
186,0.72,0,0,0,0.74,0,FALSE,,186,-100,0,0.001147563
187,0.74,0,0,0,0.76,0,FALSE,,187,-100,0,0.001197353
188,0.76,0,0,0,0.78,0,FALSE,,188,-100,0,0.001268927
189,0.78,0,0,0,0.8,0,FALSE,,189,-100,0,0.001212913
190,0.8,0,0,0,0.82,0,FALSE,,190,-100,0,0.001253368
191,0.82,0,0,0,0.84,0,FALSE,,191,-100,0,0.001246521
192,0.84,0,0,0,0.86,0,FALSE,,192,-100,0,0.001188017
193,0.86,0,0,0,0.88,0,FALSE,,193,-100,0,0.001228472
194,0.88,0,0,0,0.9,0,FALSE,,194,-100,0,0.001272039
195,0.9,0,0,0,0.92,0,FALSE,,195,-100,0,0.001290711
196,0.92,0,0,0,0.94,0,FALSE,,196,-100,0,0.0012487
197,0.94,0,0,0,0.96,0,FALSE,,197,-100,0,0.00124092
198,0.96,0,0,0,0.98,0,FALSE,,198,-100,0,0.001262703
199,0.98,0,0,0,1,0,TRUE,,199,-100,0,0.001268927
200,0,1,0.03,0.004321392,0.02,0.97,FALSE,,200,4059.256348,0.050965879,0.00122536
201,0.02,0.97,0.03,0.004440423,0.04,0.94,FALSE,,201,103.406658,0.002796297,0.001374732
202,0.04,0.94,0.03,0.004683245,0.06,0.91,FALSE,,202,-100,0,0.001374732
203,0.06,0.91,0.03,0.00493559,0.08,0.88,FALSE,,203,-100,0,0.001374732
204,0.08,0.88,0.01,0.004435674,0.1,0.87,FALSE,,204,-100,0,0.001486761
205,0.1,0.87,0.03,0.004887978,0.12,0.84,FALSE,,205,-100,0,0.001916205
206,0.12,0.84,0.03,0.004602304,0.14,0.81,FALSE,,206,-100,0,0.001695259
207,0.14,0.81,0.03,0.004713241,0.16,0.78,FALSE,,207,-100,0,0.001636133
208,0.16,0.78,0.03,0.004997486,0.18,0.75,FALSE,,208,-100,0,0.001608125
209,0.18,0.75,0.03,0.005116517,0.2,0.72,FALSE,,209,-100,0,0.001620573
210,0.2,0.72,0.03,0.0048975,0.22,0.69,FALSE,,210,-100,0,0.001391536
211,0.22,0.69,0.03,0.005111755,0.24,0.66,FALSE,,211,-100,0,0.001368508
212,0.24,0.66,0.03,0.005145084,0.26,0.63,FALSE,,212,-100,0,0.001184906
213,0.26,0.63,0.03,0.005230786,0.28,0.6,FALSE,,213,-100,0,0.001197353
214,0.28,0.6,0.03,0.005169366,0.3,0.57,FALSE,,214,-100,0,0.001107108
215,0.3,0.57,0.03,0.005240309,0.32,0.54,FALSE,,215,-100,0,0.001196108
216,0.32,0.54,0.03,0.005318869,0.34,0.51,FALSE,,216,-100,0,0.001275151
217,0.34,0.51,0.03,0.005202219,0.36,0.48,FALSE,,217,-100,0,0.001411764
218,0.36,0.48,0.03,0.005340294,0.38,0.45,FALSE,,218,-100,0,0.001408963
219,0.38,0.45,0.03,0.005292682,0.4,0.42,FALSE,,219,-100,0,0.001312494
220,0.4,0.42,0.03,0.005330772,0.42,0.39,FALSE,,220,-100,0,0.001457509
221,0.42,0.39,0.03,0.005126039,0.44,0.36,FALSE,,221,-100,0,0.001458754
222,0.44,0.36,0.03,0.005040337,0.46,0.33,FALSE,,222,-100,0,0.001514768
223,0.46,0.33,0.03,0.00531744,0.48,0.3,FALSE,,223,-100,0,0.001484894
224,0.48,0.3,0.03,0.005273637,0.5,0.27,FALSE,,224,-100,0,0.001511656
225,0.5,0.27,0.03,0.005292682,0.52,0.24,FALSE,,225,-100,0,0.001384068
226,0.52,0.24,0.03,0.005135562,0.54,0.21,FALSE,,226,-100,0,0.001317162
227,0.54,0.21,0.03,0.005078427,0.56,0.18,FALSE,,227,-100,0,0.001318718
228,0.56,0.18,0.03,0.004916545,0.58,0.15,FALSE,,228,-100,0,0.001337078
229,0.58,0.15,0.03,0.004916545,0.6,0.12,FALSE,,229,-100,0,0.001352949
230,0.6,0.12,0.03,0.004326153,0.62,0.09,FALSE,,230,-100,0,0.001318095
231,0.62,0.09,0.03,0.004264257,0.64,0.06,FALSE,,231,-100,0,0.001264259
232,0.64,0.06,0.03,0.004307109,0.66,0.03,FALSE,,232,-100,0,0.001153786
233,0.66,0.03,0.03,0.004335676,0.68,0,FALSE,,233,-100,0,0.001001925
234,0.68,0,0,0,0.7,0,FALSE,,234,-100,0,0.001023086
235,0.7,0,0,0,0.72,0,FALSE,,235,-100,0,0.000979519
236,0.72,0,0,0,0.74,0,FALSE,,236,-100,0,0.00088305
237,0.74,0,0,0,0.76,0,FALSE,,237,-100,0,0.000895498
238,0.76,0,0,0,0.78,0,FALSE,,238,-100,0,0.000842595
239,0.78,0,0,0,0.8,0,FALSE,,239,-100,0,0.000761686
240,0.8,0,0,0,0.82,0,FALSE,,240,-100,0,0.000830148
241,0.82,0,0,0,0.84,0,FALSE,,241,-100,0,0.000844462
242,0.84,0,0,0,0.86,0,FALSE,,242,-100,0,0.000870602
243,0.86,0,0,0,0.88,0,FALSE,,243,-100,0,0.000870602
244,0.88,0,0,0,0.9,0,FALSE,,244,-100,0,0.000870602
245,0.9,0,0,0,0.92,0,FALSE,,245,-100,0,0.003229431
246,0.92,0,0,0,0.94,0,FALSE,,246,-100,0,0.003069168
247,0.94,0,0,0,0.96,0,FALSE,,247,-100,0,0.002767313
248,0.96,0,0,0,0.98,0,FALSE,,248,-100,0,0.002788162
249,0.98,0,0,0,1,0,TRUE,,249,-100,0,0.003099665
250,0,1,0.01,0.004670561,0.02,0.99,FALSE,,250,3414.021183,0.112170664,0.003192088
251,0.02,0.99,0.03,0.005645013,0.04,0.96,FALSE,,251,-100,0,0.00321076
252,0.04,0.96,0.03,0.005664058,0.06,0.93,FALSE,,252,-100,0,0.003179641
253,0.06,0.93,0.03,0.005815464,0.08,0.9,FALSE,,253,-100,0,0.00332061
254,0.08,0.9,0.03,0.005997343,0.1,0.87,FALSE,,254,-100,0,0.003304117
255,0.1,0.87,0.01,0.004826095,0.12,0.86,FALSE,,255,-100,0,0.003403698
256,0.12,0.86,0.03,0.006068762,0.14,0.83,FALSE,,256,1306.241049,0.047120268,0.003350796
257,0.14,0.83,0.03,0.006130658,0.16,0.8,FALSE,,257,-100,0,0.003202669
258,0.16,0.8,0.01,0.004857836,0.18,0.79,FALSE,,258,-100,0,0.003188977
259,0.18,0.79,0.03,0.006211598,0.2,0.76,FALSE,,259,-100,0,0.003243746
260,0.2,0.76,0.01,0.004857836,0.22,0.75,FALSE,,260,-100,0,0.003132962
261,0.22,0.75,0.03,0.006244927,0.24,0.72,FALSE,,261,-100,0,0.003199557
262,0.24,0.72,0.03,0.006091139,0.26,0.69,FALSE,,262,-100,0,0.003248103
263,0.26,0.69,0.03,0.006159225,0.28,0.66,FALSE,,263,-100,0,0.003310341
264,0.28,0.66,0.03,0.006204457,0.3,0.63,FALSE,,264,-100,0,0.003403698
265,0.3,0.63,0.03,0.006287778,0.32,0.6,FALSE,,265,-100,0,0.00341459
266,0.32,0.6,0.03,0.006192553,0.34,0.57,FALSE,,266,-100,0,0.003509503
267,0.34,0.57,0.03,0.006187792,0.36,0.54,FALSE,,267,-100,0,0.003462825
268,0.36,0.54,0.01,0.004797527,0.38,0.53,FALSE,,268,-100,0,0.003441041
269,0.38,0.53,0.01,0.004797527,0.4,0.52,FALSE,,269,-100,0,0.003428594
270,0.4,0.52,0.01,0.004797527,0.42,0.51,FALSE,,270,-100,0,0.003423615
271,0.42,0.51,0.03,0.005992582,0.44,0.48,FALSE,,271,-100,0,0.003469049
272,0.44,0.48,0.03,0.005416474,0.46,0.45,FALSE,,272,-100,0,0.003839366
273,0.46,0.45,0.03,0.005316488,0.48,0.42,FALSE,,273,-100,0,0.004021413
274,0.48,0.42,0.03,0.005378384,0.5,0.39,FALSE,,274,-100,0,0.004040396
275,0.5,0.39,0.03,0.005205552,0.52,0.36,FALSE,,275,-100,0,0.004008032
276,0.52,0.36,0.03,0.005140323,0.54,0.33,FALSE,,276,-100,0,0.004141221
277,0.54,0.33,0.01,0.004716587,0.56,0.32,FALSE,,277,-100,0,0.00441507
278,0.56,0.32,0.01,0.004737218,0.58,0.31,FALSE,,278,-100,0,0.004138421
279,0.58,0.31,0.03,0.006261115,0.6,0.28,FALSE,,279,-100,0,0.004166117
280,0.6,0.28,0.03,0.006121135,0.62,0.25,FALSE,,280,-100,0,0.004264142
281,0.62,0.25,0.03,0.006030672,0.64,0.22,FALSE,,281,-100,0,0.004054088
282,0.64,0.22,0.03,0.006116374,0.66,0.19,FALSE,,282,-100,0,0.004124728
283,0.66,0.19,0.03,0.006059239,0.68,0.16,FALSE,,283,-100,0,0.004159893
284,0.68,0.16,0.03,0.006302062,0.7,0.13,FALSE,,284,-100,0,0.004159893
285,0.7,0.13,0.03,0.006380622,0.72,0.1,FALSE,,285,-100,0,0.00411477
286,0.72,0.1,0.03,0.006511555,0.74,0.07,FALSE,,286,-100,0,0.004259474
287,0.74,0.07,0.03,0.006416331,0.76,0.04,FALSE,,287,-100,0,0.004576889
288,0.76,0.04,0.03,0.00660678,0.78,0.01,FALSE,,288,-100,0,0.004639127
289,0.78,0.01,0.01,0.005000673,0.8,0,FALSE,,289,-100,0,0.004881856
290,0.8,0,0,0,0.82,0,FALSE,,290,-100,0,0.005015669
291,0.82,0,0,0,0.84,0,FALSE,,291,-100,0,0.005091288
292,0.84,0,0,0,0.86,0,FALSE,,292,-100,0,0.005068571
293,0.86,0,0,0,0.88,0,FALSE,,293,-100,0,0.005105914
294,0.88,0,0,0,0.9,0,FALSE,,294,-100,0,0.005084131
295,0.9,0,0,0,0.92,0,FALSE,,295,-100,0,0.004944095
296,0.92,0,0,0,0.94,0,FALSE,,296,-100,0,0.005011001
297,0.94,0,0,0,0.96,0,FALSE,,297,-100,0,0.005152593
298,0.96,0,0,0,0.98,0,FALSE,,298,-100,0,0.005197715
299,0.98,0,0,0,1,0,TRUE,,299,-100,0,0.005289517
300,0,1,0.01,0.00475055,0.02,0.99,FALSE,,300,1761.649008,0.095204823,0.005114005
301,0.02,0.99,0.03,0.005935447,0.04,0.96,FALSE,,301,-100,0,0.005077907
302,0.04,0.96,0.01,0.004803876,0.06,0.95,FALSE,,302,1463.271914,0.079381491,0.005077907
303,0.06,0.95,0.01,0.004788005,0.08,0.94,FALSE,,303,-100,0,0.005017847
304,0.08,0.94,0.03,0.005778327,0.1,0.91,FALSE,,304,-100,0,0.004925423
305,0.1,0.91,0.03,0.005816417,0.12,0.88,FALSE,,305,-100,0,0.004944095
306,0.12,0.88,0.03,0.005640251,0.14,0.85,FALSE,,306,-100,0,0.004853849
307,0.14,0.85,0.03,0.005445041,0.16,0.82,FALSE,,307,-100,0,0.004754268
308,0.16,0.82,0.03,0.005383145,0.18,0.79,FALSE,,308,1511.701503,0.07632368,0.004735597
309,0.18,0.79,0.03,0.005435519,0.2,0.76,FALSE,,309,-100,0,0.004701366
310,0.2,0.76,0.03,0.005592639,0.22,0.73,FALSE,,310,-100,0,0.004710701
311,0.22,0.73,0.03,0.005592639,0.24,0.7,FALSE,,311,-100,0,0.004840157
312,0.24,0.7,0.03,0.004211884,0.26,0.67,FALSE,,312,-100,0,0.004819618
313,0.26,0.67,0.01,0.00433188,0.28,0.66,FALSE,,313,-100,0,0.00467647
314,0.28,0.66,0.03,0.004445184,0.3,0.63,FALSE,,314,-100,0,0.004710701
315,0.3,0.63,0.03,0.004383288,0.32,0.6,FALSE,,315,-100,0,0.004682694
316,0.32,0.6,0.03,0.004721335,0.34,0.57,FALSE,,316,-100,0,0.004586225
317,0.34,0.57,0.03,0.005192696,0.36,0.54,FALSE,,317,-100,0,0.004620456
318,0.36,0.54,0.01,0.004515028,0.38,0.53,FALSE,,318,-100,0,0.004573777
319,0.38,0.53,0.03,0.005059382,0.4,0.5,FALSE,,319,-100,0,0.004576889
