,state_time,state_inventory,action,reward,next_state - Inventory,next_state - Time,done,,,PandL_vs_TWAP,PandL_agent,PandL_TWAP
,,,,,,,,,2072,52.97673252,0.020497594,0.013399158
,,,,,,,,,2073,52.97682938,0.020583296,0.013455173
,,,,,,,,,2074,52.97692544,0.020668998,0.013511187
,,,,,,,,,2075,52.97694349,0.020685187,0.013521767
,,,,,,,,,2076,52.97677567,0.020535684,0.013424053
,,,,,,,,,2077,52.97677028,0.020530923,0.013420942
,,,,,,,,,2078,52.97669463,0.020464266,0.013377375
,,,,,,,,,2079,52.97680255,0.02055949,0.013439613
,,,,,,,,,2080,52.97651984,0.020311907,0.013277794
,,,,,,,,,2081,52.9767217,0.020488072,0.013392934
,,,,,,,,,2082,52.97682402,0.020578535,0.013452061
,,,,,,,,,2083,-48.99287256,0.006875795,0.013480068
,,,,,,,,,2084,-100,0,0.013526747
,,,,,,,,,2085,-100,0,0.013526747
,,,,,,,,,2086,-100,0,0.013769476
,,,,,,,,,2087,-100,0,0.013657447
,,,,,,,,,2088,-100,0,0.013713461
,,,,,,,,,2089,-100,0,0.013704125
,,,,,,,,,2090,-100,0,0.013657447
,,,,,,,,,2091,-100,0,0.013508075
,,,,,,,,,2092,-100,0,0.01340227
,,,,,,,,,2093,-100,0,0.013570313
,,,,,,,,,2094,-100,0,0.013688566
,,,,,,,,,2095,-100,0,0.013757028
,,,,,,,,,2096,-100,0,0.013545418
,,,,,,,,,2097,-100,0,0.013692923
,,,,,,,,,2098,-100,0,0.013819266
,,,,,,,,,2099,-100,0,0.01380993
,,,,,,,,,2100,52.97715172,0.020873731,0.013644999
,,,,,,,,,2101,52.97715381,0.020875636,0.013646244
,,,,,,,,,2102,52.97702071,0.0207547,0.013567201
,,,,,,,,,2103,52.97713086,0.020854686,0.013632551
,,,,,,,,,2104,52.97715016,0.020872303,0.013644066
,,,,,,,,,2105,52.97697317,0.020711849,0.013539194
,,,,,,,,,2106,52.97706542,0.020795171,0.013593653
,,,,,,,,,2107,52.97709426,0.020821358,0.013610768
,,,,,,,,,2108,52.9771178,0.020842783,0.013624772
,,,,,,,,,2109,52.97703651,0.020768984,0.013576537
,,,,,,,,,2110,52.97700488,0.020740417,0.013557866
,,,,,,,,,2111,52.97700541,0.020740893,0.013558177
,,,,,,,,,2112,52.97703124,0.020764223,0.013573425
,,,,,,,,,2113,52.97699432,0.020730894,0.013551642
,,,,,,,,,2114,52.97702071,0.0207547,0.013567201
,,,,,,,,,2115,52.97702861,0.020761842,0.013571869
,,,,,,,,,2116,52.97728641,0.020997523,0.013725909
,,,,,,,,,2117,52.9772503,0.020964194,0.013704125
,,,,,,,,,2118,52.97723479,0.020949911,0.01369479
,,,,,,,,,2119,52.9771871,0.020906107,0.01366616
,,,,,,,,,2120,52.97723479,0.020949911,0.01369479
,,,,,,,,,2121,52.97715172,0.020873731,0.013644999
,,,,,,,,,2122,52.97715172,0.020873731,0.013644999
,,,,,,,,,2123,52.97708378,0.020811835,0.013604544
,,,,,,,,,2124,52.97713086,0.020854686,0.013632551
,,,,,,,,,2125,52.97713086,0.020854686,0.013632551
,,,,,,,,,2126,52.97747029,0.021168927,0.013837938
,,,,,,,,,2127,52.97755609,0.021249868,0.01389084
,,,,,,,,,2128,52.97761627,0.021307002,0.013928183
,,,,,,,,,2129,52.97763626,0.021326047,0.013940631
,,,,,,,,,2130,52.97759124,0.021283196,0.013912624
,,,,,,,,,2131,52.97749458,0.021191781,0.013852875
,,,,,,,,,2132,52.97749054,0.021187972,0.013850385
,,,,,,,,,2133,-48.99302394,0.00702498,0.013772588
,,,,,,,,,2134,-100,0,0.013862833
,,,,,,,,,2135,-100,0,0.013819266
,,,,,,,,,2136,-100,0,0.013816154
,,,,,,,,,2137,-100,0,0.013818644
,,,,,,,,,2138,-100,0,0.013853497
,,,,,,,,,2139,-100,0,0.013847273
,,,,,,,,,2140,-100,0,0.013881504
,,,,,,,,,2141,-100,0,0.013934407
,,,,,,,,,2142,-100,0,0.013965526
,,,,,,,,,2143,-100,0,0.013990421
,,,,,,,,,2144,-100,0,0.013887728
,,,,,,,,,2145,-100,0,0.013891151
,,,,,,,,,2146,-100,0,0.013892396
,,,,,,,,,2147,-100,0,0.013912624
,,,,,,,,,2148,-100,0,0.013903288
,,,,,,,,,2149,-100,0,0.0139064
,,,,,,,,,2150,52.97753596,0.021230823,0.013878393
,,,,,,,,,2151,52.97757117,0.021264151,0.013900176
,,,,,,,,,2152,52.97764125,0.021330809,0.013943743
,,,,,,,,,2153,52.9777312,0.021416987,0.014000068
,,,,,,,,,2154,52.97770097,0.021387943,0.013981086
,,,,,,,,,2155,52.977696,0.021383182,0.013977974
,,,,,,,,,2156,52.97772575,0.021411749,0.013996645
,,,,,,,,,2157,52.97776629,0.021450791,0.014022163
,,,,,,,,,2158,52.97764624,0.02133557,0.013946855
,,,,,,,,,2159,52.97765122,0.021340331,0.013949966
,,,,,,,,,2160,52.97772575,0.021411749,0.013996645
,,,,,,,,,2161,52.97775543,0.021440317,0.014015317
,,,,,,,,,2162,52.9777653,0.021449839,0.01402154
,,,,,,,,,2163,52.97776037,0.021445078,0.014018429
,,,,,,,,,2164,52.97779487,0.021478407,0.014040212
,,,,,,,,,2165,52.97779487,0.021478407,0.014040212
,,,,,,,,,2166,52.97806902,0.02174694,0.014215724
,,,,,,,,,2167,52.97818174,0.021859305,0.014289165
,,,,,,,,,2168,52.97815796,0.021835498,0.014273605
,,,,,,,,,2169,52.97793183,0.021611721,0.014127345
,,,,,,,,,2170,52.97808965,0.021767413,0.014229105
,,,,,,,,,2171,52.97808102,0.021758843,0.014223503
,,,,,,,,,2172,52.97837483,0.022054515,0.014416753
,,,,,,,,,2173,52.97845853,0.022140217,0.014472768
,,,,,,,,,2174,52.97860116,0.022287815,0.014569237
,,,,,,,,,2175,52.97875995,0.022454458,0.014678154
,,,,,,,,,2176,52.97869219,0.022383039,0.014631475
,,,,,,,,,2177,52.9787802,0.022475883,0.014692157
,,,,,,,,,2178,52.97887684,0.022578726,0.014759375
,,,,,,,,,2179,52.97884517,0.022544921,0.01473728
,,,,,,,,,2180,52.97882057,0.022518734,0.014720165
,,,,,,,,,2181,52.97858744,0.022273531,0.014559901
,,,,,,,,,2182,52.97861761,0.022304955,0.01458044
,,,,,,,,,2183,-48.99341945,0.007447142,0.014600356
,,,,,,,,,2184,-100,0,0.014600356
,,,,,,,,,2185,-100,0,0.014718609
,,,,,,,,,2186,-100,0,0.014715497
,,,,,,,,,2187,-100,0,0.014696825
,,,,,,,,,2188,-100,0,0.014759063
,,,,,,,,,2189,-100,0,0.01477649
,,,,,,,,,2190,-100,0,0.01486798
,,,,,,,,,2191,-100,0,0.014846197
,,,,,,,,,2192,-100,0,0.014905323
,,,,,,,,,2193,-100,0,0.014948268
,,,,,,,,,2194,-100,0,0.014903767
,,,,,,,,,2195,-100,0,0.014942666
,,,,,,,,,2196,-100,0,0.01493831
,,,,,,,,,2197,-100,0,0.014839973
,,,,,,,,,2198,-100,0,0.01493333
,,,,,,,,,2199,-100,0,0.014945778
,,,,,,,,,2200,52.97916198,0.022887729,0.014961338
,,,,,,,,,2201,52.97910984,0.022830594,0.014923995
,,,,,,,,,2202,52.97915547,0.022880587,0.01495667
,,,,,,,,,2203,52.97921817,0.022949625,0.015001793
,,,,,,,,,2204,52.97922248,0.022954386,0.015004904
,,,,,,,,,2205,52.97922248,0.022954386,0.015004904
,,,,,,,,,2206,52.97922248,0.022954386,0.015004904
,,,,,,,,,2207,52.97956158,0.023335284,0.015253857
,,,,,,,,,2208,52.97954489,0.023316239,0.01524141
,,,,,,,,,2209,52.97988172,0.02370666,0.015496586
,,,,,,,,,2210,52.9801606,0.024039945,0.01571442
,,,,,,,,,2211,52.9799982,0.023844735,0.015586832
,,,,,,,,,2212,52.98026611,0.024168498,0.015798442
,,,,,,,,,2213,52.98016845,0.024049468,0.015720644
,,,,,,,,,2214,52.98008963,0.023954243,0.015658406
,,,,,,,,,2215,52.98018022,0.024063752,0.01572998
,,,,,,,,,2216,52.98022326,0.024116125,0.015764211
,,,,,,,,,2217,52.98008409,0.023947578,0.015654049
,,,,,,,,,2218,52.97998221,0.02382569,0.015574384
,,,,,,,,,2219,52.98002213,0.023873303,0.015605503
,,,,,,,,,2220,52.98004203,0.023897109,0.015621063
,,,,,,,,,2221,52.97999021,0.023835213,0.015580608
,,,,,,,,,2222,52.97999421,0.023839974,0.01558372
,,,,,,,,,2223,52.98003805,0.023892347,0.015617951
,,,,,,,,,2224,52.98001416,0.02386378,0.01559928
,,,,,,,,,2225,52.98003805,0.023892347,0.015617951
,,,,,,,,,2226,52.97995458,0.023792838,0.015552912
,,,,,,,,,2227,52.9798615,0.023682854,0.015481027
,,,,,,,,,2228,52.97974751,0.023549539,0.015393893
,,,,,,,,,2229,52.9794728,0.023234346,0.015187885
,,,,,,,,,2230,52.979244,0.022978192,0.015020464
,,,,,,,,,2231,52.97919227,0.022921058,0.014983121
,,,,,,,,,2232,52.97910548,0.022825833,0.014920883
,,,,,,,,,2233,-48.99358356,0.007637591,0.014973785
,,,,,,,,,2234,-100,0,0.014866424
,,,,,,,,,2235,-100,0,0.014843085
,,,,,,,,,2236,-100,0,0.014783959
,,,,,,,,,2237,-100,0,0.014945778
,,,,,,,,,2238,-100,0,0.014861757
,,,,,,,,,2239,-100,0,0.014855533
,,,,,,,,,2240,-100,0,0.014873893
,,,,,,,,,2241,-100,0,0.014859267
,,,,,,,,,2242,-100,0,0.014806053
,,,,,,,,,2243,-100,0,0.014927107
,,,,,,,,,2244,-100,0,0.014953558
,,,,,,,,,2245,-100,0,0.01481819
,,,,,,,,,2246,-100,0,0.01481819
,,,,,,,,,2247,-100,0,0.01481819
,,,,,,,,,2248,-100,0,0.01481819
,,,,,,,,,2249,-100,0,0.014690601
,,,,,,,,,2250,52.9789297,0.022635384,0.014796406
,,,,,,,,,2251,52.97854847,0.022233061,0.01453345
,,,,,,,,,2252,52.97862855,0.022316382,0.014587908
,,,,,,,,,2253,52.97859019,0.022276388,0.014561768
,,,,,,,,,2254,52.97866496,0.022354472,0.014612804
,,,,,,,,,2255,52.97865633,0.022345426,0.014606891
,,,,,,,,,2256,52.97900037,0.022711564,0.014846197
,,,,,,,,,2257,52.97891329,0.022617768,0.014784892
,,,,,,,,,2258,52.97888529,0.022587772,0.014765287
,,,,,,,,,2259,52.97897833,0.022687758,0.014830637
,,,,,,,,,2260,52.97896068,0.022668713,0.01481819
,,,,,,,,,2261,52.978939,0.022645383,0.014802941
,,,,,,,,,2262,52.97889908,0.022602532,0.014774934
,,,,,,,,,2263,52.97888974,0.022592533,0.014768399
,,,,,,,,,2264,52.97887193,0.022573488,0.014755952
,,,,,,,,,2265,52.97889864,0.022602056,0.014774623
,,,,,,,,,2266,52.97895183,0.02265919,0.014811966
,,,,,,,,,2267,52.97902674,0.022740131,0.014864868
,,,,,,,,,2268,52.97898274,0.022692519,0.014833749
,,,,,,,,,2269,52.97899332,0.022703946,0.014841218
,,,,,,,,,2270,52.97887639,0.022578249,0.014759063
,,,,,,,,,2271,52.97897392,0.022682996,0.014827526
,,,,,,,,,2272,52.97899596,0.022706803,0.014843085
,,,,,,,,,2273,52.97899596,0.022706803,0.014843085
,,,,,,,,,2274,52.97914463,0.022868684,0.01494889
,,,,,,,,,2275,52.97917497,0.022902013,0.014970673
,,,,,,,,,2276,52.97900917,0.022721086,0.014852421
,,,,,,,,,2277,52.97905743,0.02277346,0.014886652
,,,,,,,,,2278,52.97898274,0.022692519,0.014833749
,,,,,,,,,2279,52.97898274,0.022692519,0.014833749
,,,,,,,,,2280,52.97902235,0.02273537,0.014861757
,,,,,,,,,2281,52.97904867,0.022763937,0.014880428
,,,,,,,,,2282,52.97916198,0.022887729,0.014961338
,,,,,,,,,2283,-48.99357287,0.007624895,0.01494889
,,,,,,,,,2284,-100,0,0.015092038
,,,,,,,,,2285,-100,0,0.015166724
,,,,,,,,,2286,-100,0,0.015090171
,,,,,,,,,2287,-100,0,0.015166724
,,,,,,,,,2288,-100,0,0.015166724
,,,,,,,,,2289,-100,0,0.014945778
,,,,,,,,,2290,-100,0,0.015101374
,,,,,,,,,2291,-100,0,0.015134049
,,,,,,,,,2292,-100,0,0.015116933
,,,,,,,,,2293,-100,0,0.015216514
,,,,,,,,,2294,-100,0,0.015197843
,,,,,,,,,2295,-100,0,0.015219626
,,,,,,,,,2296,-100,0,0.015202511
,,,,,,,,,2297,-100,0,0.015123157
,,,,,,,,,2298,-100,0,0.015113821
,,,,,,,,,2299,-100,0,0.015120045
,,,,,,,,,2300,52.97930403,0.023044849,0.015064031
,,,,,,,,,2301,52.97915764,0.022882968,0.014958226
,,,,,,,,,2302,52.9792354,0.02296867,0.01501424
,,,,,,,,,2303,52.97920523,0.022935341,0.014992457
,,,,,,,,,2304,52.97932539,0.023068656,0.01507959
,,,,,,,,,2305,52.97933392,0.023078178,0.015085814
,,,,,,,,,2306,52.97926977,0.02300676,0.015039135
,,,,,,,,,2307,52.97927406,0.023011521,0.015042247
,,,,,,,,,2308,52.97920523,0.022935341,0.014992457
,,,,,,,,,2309,52.9792672,0.023003903,0.015037268
,,,,,,,,,2310,52.97922679,0.022959147,0.015008016
,,,,,,,,,2311,52.9791533,0.022878207,0.014955114
,,,,,,,,,2312,52.97911854,0.022840117,0.014930219
,,,,,,,,,2313,52.97899993,0.022711088,0.014845886
,,,,,,,,,2314,52.97888974,0.022592533,0.014768399
,,,,,,,,,2315,52.97884963,0.022549682,0.014740392
,,,,,,,,,2316,52.97869219,0.022383039,0.014631475
,,,,,,,,,2317,52.97874192,0.022435413,0.014665706
,,,,,,,,,2318,52.97863767,0.022325905,0.014594132
,,,,,,,,,2319,52.97871482,0.022406845,0.014647035
,,,,,,,,,2320,52.97884963,0.022549682,0.014740392
,,,,,,,,,2321,52.97881833,0.022516354,0.014718609
,,,,,,,,,2322,52.97883623,0.022535398,0.014731056
,,,,,,,,,2323,52.97882728,0.022525876,0.014724832
,,,,,,,,,2324,52.97871935,0.022411607,0.014650147
,,,,,,,,,2325,52.9787329,0.02242589,0.014659482
,,,,,,,,,2326,52.9784909,0.022173545,0.014494551
,,,,,,,,,2327,52.97871482,0.022406845,0.014647035
,,,,,,,,,2328,52.97871482,0.022406845,0.014647035
,,,,,,,,,2329,52.97899156,0.022702041,0.014839973
,,,,,,,,,2330,52.97899596,0.022706803,0.014843085
,,,,,,,,,2331,52.9791033,0.022823453,0.014919327
,,,,,,,,,2332,52.97877795,0.022473502,0.014690601
,,,,,,,,,2333,-48.99336999,0.007391595,0.014491439
,,,,,,,,,2334,-100,0,0.014482415
,,,,,,,,,2335,-100,0,0.014420176
,,,,,,,,,2336,-100,0,0.014124234
,,,,,,,,,2337,-100,0,0.014043324
,,,,,,,,,2338,-100,0,0.013904221
,,,,,,,,,2339,-100,0,0.013912624
,,,,,,,,,2340,-100,0,0.014128901
,,,,,,,,,2341,-100,0,0.014158465
,,,,,,,,,2342,-100,0,0.014160643
,,,,,,,,,2343,-100,0,0.01424871
,,,,,,,,,2344,-100,0,0.014254934
,,,,,,,,,2345,-100,0,0.014276717
,,,,,,,,,2346,-100,0,0.014235018
,,,,,,,,,2347,-100,0,0.014261158
,,,,,,,,,2348,-100,0,0.014276717
,,,,,,,,,2349,-100,0,0.014289165
,,,,,,,,,2350,52.97816605,0.021843592,0.014278896
,,,,,,,,,2351,52.97820547,0.021883111,0.014304724
,,,,,,,,,2352,52.97820073,0.021878349,0.014301612
,,,,,,,,,2353,52.97817223,0.021849782,0.014282941
,,,,,,,,,2354,52.97839815,0.022078321,0.014432313
,,,,,,,,,2355,52.97843302,0.02211403,0.014455652
,,,,,,,,,2356,52.97856454,0.022249725,0.014544342
,,,,,,,,,2357,52.97872612,0.022418748,0.014654814
,,,,,,,,,2358,52.97878065,0.022476359,0.014692469
,,,,,,,,,2359,52.97869445,0.02238542,0.014633031
,,,,,,,,,2360,52.97858287,0.02226877,0.014556789
,,,,,,,,,2361,52.978576,0.022261628,0.014552121
,,,,,,,,,2362,52.97860573,0.022292576,0.014572349
,,,,,,,,,2363,52.97864677,0.022335427,0.014600356
,,,,,,,,,2364,52.97871392,0.022405893,0.014646412
,,,,,,,,,2365,52.97862399,0.022311621,0.014584796
,,,,,,,,,2366,52.97867632,0.022366375,0.014620583
,,,,,,,,,2367,52.97867858,0.022368756,0.014622139
,,,,,,,,,2368,52.97867858,0.022368756,0.014622139
,,,,,,,,,2369,52.97900477,0.022716325,0.014849309
,,,,,,,,,2370,52.97868811,0.022378754,0.014628674
,,,,,,,,,2371,52.97875995,0.022454458,0.014678154
,,,,,,,,,2372,52.9787103,0.022402084,0.014643923
,,,,,,,,,2373,52.97871935,0.022411607,0.014650147
,,,,,,,,,2374,52.97861943,0.02230686,0.014581685
,,,,,,,,,2375,52.97834679,0.022025947,0.014398082
,,,,,,,,,2376,52.97847242,0.0221545,0.014482103
,,,,,,,,,2377,52.97855077,0.022235441,0.014535006
,,,,,,,,,2378,52.97862399,0.022311621,0.014584796
,,,,,,,,,2379,52.97869219,0.022383039,0.014631475
,,,,,,,,,2380,52.97868312,0.022373517,0.014625251
,,,,,,,,,2381,52.9788004,0.022497309,0.014706161
,,,,,,,,,2382,52.97869989,0.022391133,0.014636765
,,,,,,,,,2383,-48.99339368,0.007418099,0.014543408
,,,,,,,,,2384,-100,0,0.014547453
,,,,,,,,,2385,-100,0,0.014532205
,,,,,,,,,2386,-100,0,0.014556789
,,,,,,,,,2387,-100,0,0.014595688
,,,,,,,,,2388,-100,0,0.014528782
,,,,,,,,,2389,-100,0,0.014575461
,,,,,,,,,2390,-100,0,0.014634587
,,,,,,,,,2391,-100,0,0.014625251
,,,,,,,,,2392,-100,0,0.014622139
,,,,,,,,,2393,-100,0,0.014643923
,,,,,,,,,2394,-100,0,0.014615916
,,,,,,,,,2395,-100,0,0.014619027
,,,,,,,,,2396,-100,0,0.014675042
,,,,,,,,,2397,-100,0,0.014665706
,,,,,,,,,2398,-100,0,0.01465637
,,,,,,,,,2399,-100,0,0.014622139
,,,,,,,,,2400,52.9787329,0.02242589,0.014659482
,,,,,,,,,2401,52.97878694,0.022483025,0.014696825
,,,,,,,,,2402,52.97882818,0.022526828,0.014725455
,,,,,,,,,2403,52.97883623,0.022535398,0.014731056
,,,,,,,,,2404,52.97884561,0.022545397,0.014737591
,,,,,,,,,2405,52.97882728,0.022525876,0.014724832
,,,,,,,,,2406,52.97874643,0.022440174,0.014668818
,,,,,,,,,2407,52.9788407,0.02254016,0.014734168
,,,,,,,,,2408,52.9788407,0.02254016,0.014734168
,,,,,,,,,2409,52.9788407,0.02254016,0.014734168
,,,,,,,,,2410,52.9788407,0.02254016,0.014734168
,,,,,,,,,2411,52.97891196,0.022616339,0.014783959
,,,,,,,,,2412,52.97897525,0.022684425,0.014828459
,,,,,,,,,2413,52.9791229,0.022844878,0.01493333
,,,,,,,,,2414,52.97903991,0.022754415,0.014874204
,,,,,,,,,2415,52.97947911,0.023241488,0.015192553
,,,,,,,,,2416,52.97974751,0.023549539,0.015393893
,,,,,,,,,2417,52.97959904,0.023378135,0.015281865
,,,,,,,,,2418,52.97947659,0.023238631,0.015190686
,,,,,,,,,2419,52.97945934,0.02321911,0.015177927
,,,,,,,,,2420,52.97937901,0.023128647,0.0151188
,,,,,,,,,2421,52.97924615,0.022980573,0.01502202
,,,,,,,,,2422,103.9456612,0.030614545,0.015011128
,,,,,,,,,2423,52.97918795,0.022916296,0.014980009
,,,,,,,,,2424,52.9791533,0.022878207,0.014955114
,,,,,,,,,2425,52.97914028,0.022863923,0.014945778
,,,,,,,,,2426,52.97920825,0.022938674,0.014994635
,,,,,,,,,2427,52.97917497,0.022902013,0.014970673
,,,,,,,,,2428,52.97915764,0.022882968,0.014958226
,,,,,,,,,2429,52.9790793,0.022797266,0.014902211
,,,,,,,,,2430,52.97913594,0.022859162,0.014942666
,,,,,,,,,2431,52.97915764,0.022882968,0.014958226
,,,,,,,,,2432,52.97917281,0.022899632,0.014969117
,,,,,,,,,2433,-100,0,0.014980009
,,,,,,,,,2434,-100,0,0.014839973
,,,,,,,,,2435,-100,0,0.014895988
,,,,,,,,,2436,-100,0,0.01481819
,,,,,,,,,2437,-100,0,0.014886652
,,,,,,,,,2438,-100,0,0.014844641
,,,,,,,,,2439,-100,0,0.014892876
,,,,,,,,,2440,-100,0,0.014911547
,,,,,,,,,2441,-100,0,0.014852421
,,,,,,,,,2442,-100,0,0.014843085
,,,,,,,,,2443,-100,0,0.014886341
,,,,,,,,,2444,-100,0,0.015064031
,,,,,,,,,2445,-100,0,0.014955114
,,,,,,,,,2446,-100,0,0.014894432
,,,,,,,,,2447,-100,0,0.014815389
,,,,,,,,,2448,-100,0,0.014839973
,,,,,,,,,2449,-100,0,0.014740392
,,,,,,,,,2450,52.97884963,0.022549682,0.014740392
,,,,,,,,,2451,52.97923109,0.022963909,0.015011128
,,,,,,,,,2452,52.97959904,0.023378135,0.015281865
,,,,,,,,,2453,52.97916414,0.02289011,0.014962894
,,,,,,,,,2454,52.9794315,0.023187686,0.015157388
,,,,,,,,,2455,52.97964422,0.023430033,0.015315784
,,,,,,,,,2456,52.97980059,0.023611435,0.015434348
,,,,,,,,,2457,52.97977204,0.023578107,0.015412565
,,,,,,,,,2458,52.9797561,0.023559538,0.015400428
,,,,,,,,,2459,52.97975978,0.023563823,0.015403229
,,,,,,,,,2460,52.97995016,0.0237876,0.015549489
,,,,,,,,,2461,52.97993812,0.023773317,0.015540153
,,,,,,,,,2462,52.97981687,0.02363048,0.015446796
,,,,,,,,,2463,52.9798128,0.023625719,0.015443684
,,,,,,,,,2464,52.97998021,0.02382331,0.015572828
,,,,,,,,,2465,52.979963,0.023802836,0.015559447
,,,,,,,,,2466,52.97992606,0.023759033,0.015530818
,,,,,,,,,2467,52.97993772,0.023772841,0.015539842
,,,,,,,,,2468,52.979995,0.023840926,0.015584342
,,,,,,,,,2469,52.98010544,0.023973288,0.015670854
,,,,,,,,,2470,52.98010781,0.023976145,0.015672721
,,,,,,,,,2471,52.98019589,0.024082796,0.015742427
,,,,,,,,,2472,52.98027233,0.024176116,0.015803421
,,,,,,,,,2473,52.98041272,0.024349425,0.015916695
,,,,,,,,,2474,52.98030878,0.024220872,0.015832673
,,,,,,,,,2475,52.9804242,0.024363709,0.01592603
,,,,,,,,,2476,52.9804719,0.024423224,0.015964929
,,,,,,,,,2477,52.98040851,0.024344188,0.015913271
,,,,,,,,,2478,52.98018414,0.024068513,0.015733092
,,,,,,,,,2479,52.98035126,0.024273245,0.015866904
,,,,,,,,,2480,52.98012912,0.024001856,0.015689525
,,,,,,,,,2481,52.98019981,0.024087558,0.015745539
,,,,,,,,,2482,52.98031613,0.024229918,0.015838586
,,,,,,,,,2483,-48.99394116,0.008088321,0.015857568
,,,,,,,,,2484,-100,0,0.015912649
,,,,,,,,,2485,-100,0,0.015873128
,,,,,,,,,2486,-100,0,0.015845121
,,,,,,,,,2487,-100,0,0.015900824
,,,,,,,,,2488,-100,0,0.01599138
,,,,,,,,,2489,-100,0,0.015947814
,,,,,,,,,2490,-100,0,0.015947814
,,,,,,,,,2491,-100,0,0.015947814
,,,,,,,,,2492,-100,0,0.01587624
,,,,,,,,,2493,-100,0,0.016076647
,,,,,,,,,2494,-100,0,0.015950926
,,,,,,,,,2495,-100,0,0.015966485
,,,,,,,,,2496,-100,0,0.015975821
,,,,,,,,,2497,-100,0,0.015963373
,,,,,,,,,2498,-100,0,0.015960261
,,,,,,,,,2499,-100,0,0.016028412
,,,,,,,,,2500,52.98058731,0.024568441,0.016059842
,,,,,,,,,2501,52.98072921,0.024749368,0.016178095
,,,,,,,,,2502,52.98059859,0.024582725,0.016069178
,,,,,,,,,2503,52.980508,0.024468456,0.015994492
,,,,,,,,,2504,52.98048522,0.024439888,0.015975821
,,,,,,,,,2505,52.9805224,0.024486548,0.016006318
,,,,,,,,,2506,52.98048674,0.024441793,0.015977066
,,,,,,,,,2507,52.98054207,0.024511307,0.0160225
,,,,,,,,,2508,52.9805042,0.024463694,0.01599138
,,,,,,,,,2509,52.98051179,0.024473217,0.015997604
,,,,,,,,,2510,52.98055717,0.024530352,0.016034947
,,,,,,,,,2511,52.98063235,0.024625576,0.016097185
,,,,,,,,,2512,52.980508,0.024468456,0.015994492
,,,,,,,,,2513,52.98060235,0.024587486,0.01607229
,,,,,,,,,2514,52.98059107,0.024573203,0.016062954
,,,,,,,,,2515,52.98060986,0.024597009,0.016078514
,,,,,,,,,2516,52.98062111,0.024611292,0.01608785
,,,,,,,,,2517,52.98068462,0.024692233,0.016140752
,,,,,,,,,2518,52.9806809,0.024687472,0.01613764
,,,,,,,,,2519,52.98073069,0.024751272,0.01617934
,,,,,,,,,2520,52.98074587,0.024770793,0.016192099
,,,,,,,,,2521,52.98075882,0.024787458,0.01620299
,,,,,,,,,2522,52.98077359,0.024806503,0.016215438
,,,,,,,,,2523,52.98068649,0.024694614,0.016142308
,,,,,,,,,2524,52.98073662,0.02475889,0.016184319
,,,,,,,,,2525,1171.446518,0.206087533,0.016208903
,,,,,,,,,2526,-100,0,0.016206102
,,,,,,,,,2527,-100,0,0.016229442
,,,,,,,,,2528,-100,0,0.016178095
,,,,,,,,,2529,-100,0,0.01614791
,,,,,,,,,2530,-100,0,0.016174983
,,,,,,,,,2531,-100,0,0.016174983
,,,,,,,,,2532,-100,0,0.016174983
,,,,,,,,,2533,-100,0,0.016174983
,,,,,,,,,2534,-100,0,0.016199878
,,,,,,,,,2535,-100,0,0.016075402
,,,,,,,,,2536,-100,0,0.016103409
,,,,,,,,,2537,-100,0,0.016147287
,,,,,,,,,2538,-100,0,0.016156312
,,,,,,,,,2539,-100,0,0.016249669
,,,,,,,,,2540,-100,0,0.016221662
,,,,,,,,,2541,-100,0,0.016259005
,,,,,,,,,2542,-100,0,0.016411488
,,,,,,,,,2543,-100,0,0.016411488
,,,,,,,,,2544,-100,0,0.016445719
,,,,,,,,,2545,-100,0,0.016489286
,,,,,,,,,2546,-100,0,0.016423936
,,,,,,,,,2547,-100,0,0.016445719
,,,,,,,,,2548,-100,0,0.016402153
,,,,,,,,,2549,-100,0,0.016428604
,,,,,,,,,2550,52.98098163,0.025077892,0.016392817
,,,,,,,,,2551,52.98103024,0.025142169,0.016434828
,,,,,,,,,2552,52.98098343,0.025080273,0.016394373
,,,,,,,,,2553,52.98097982,0.025075512,0.016391261
,,,,,,,,,2554,52.98096356,0.025054086,0.016377257
,,,,,,,,,2555,52.98095632,0.025044564,0.016371034
,,,,,,,,,2556,52.98097079,0.025063609,0.016383481
,,,,,,,,,2557,52.98089713,0.024966956,0.016320309
,,,,,,,,,2558,52.98085442,0.024911249,0.0162839
,,,,,,,,,2559,52.98095306,0.025040279,0.016368233
,,,,,,,,,2560,52.98094908,0.025035041,0.01636481
,,,,,,,,,2561,52.98095813,0.025046944,0.01637259
,,,,,,,,,2562,52.98101047,0.025115982,0.016417712
,,,,,,,,,2563,52.98090187,0.024973145,0.016324355
,,,,,,,,,2564,52.98084344,0.024896966,0.016274564
,,,,,,,,,2565,52.98082327,0.024870779,0.016257449
,,,,,,,,,2566,52.98088,0.024944578,0.016305683
,,,,,,,,,2567,52.98086904,0.024930294,0.016296348
,,,,,,,,,2568,52.98086356,0.024923153,0.01629168
,,,,,,,,,2569,52.98093095,0.025011235,0.01634925
,,,,,,,,,2570,52.98098163,0.025077892,0.016392817
,,,,,,,,,2571,52.98101191,0.025117887,0.016418957
,,,,,,,,,2572,52.98097079,0.025063609,0.016383481
,,,,,,,,,2573,52.98097079,0.025063609,0.016383481
,,,,,,,,,2574,52.98110003,0.025235013,0.01649551
,,,,,,,,,2575,52.98126613,0.02545879,0.01664177
