,avg_rewards
306,-0.00027500000000000007
307,-0.00024000000000000003
308,-0.0005549999999999999
309,-0.000225
310,-0.0008200000000000001
311,-0.000745
312,-0.000315
313,-0.000255
314,-0.00023500000000000002
315,-0.00024500000000000005
316,-0.00020500000000000002
317,-0.00058
318,-0.000225
319,-0.000285
320,-0.00028
321,-0.00031000000000000005
322,-0.00032500000000000004
323,-0.00022500000000000002
324,-0.00030500000000000004
325,-0.000255
326,-0.00021999999999999998
327,-0.000185
328,-0.000265
329,-0.00022500000000000002
330,-0.00026
331,-0.00020500000000000002
332,-0.00023500000000000002
333,-0.00020500000000000002
334,-0.00030000000000000003
335,-0.00016
336,-0.00027499999999999996
337,-0.00027
338,-0.00058
339,-0.00054
340,-0.00026500000000000004
341,-0.00029
342,-0.000185
343,-0.00030500000000000004
344,-0.00023500000000000002
345,-0.00031500000000000007
346,-0.000225
347,-0.00023500000000000002
348,-0.00025
349,-0.000195
350,-0.000165
351,-0.000275
352,-0.00028
353,-0.000175
354,-0.0002
355,-0.00028
356,-0.0002
357,-0.00058
358,-0.00058
359,-0.000225
360,-0.000465
361,-0.0006249999999999999
362,-0.00036500000000000004
363,-0.0006249999999999999
364,-0.00030500000000000004
365,-0.000595
366,-0.00020500000000000002
367,-0.00022
368,-0.00023
369,-0.00027500000000000007
370,-0.00028000000000000003
371,-0.000545
372,-0.00024000000000000003
373,-0.0003400000000000001
374,-0.00022500000000000002
375,-0.00022
376,-0.0002
377,-0.00023999999999999998
378,-0.00027499999999999996
379,-0.00022500000000000002
380,-0.00026
381,-0.000145
382,-0.00023
383,-0.0005549999999999999
384,-0.00058
385,-0.0005549999999999999
386,-0.00058
387,-0.00058
388,-0.00031500000000000007
389,-0.0003600000000000001
390,-0.0003600000000000001
391,-0.00030500000000000004
392,-0.00022500000000000002
393,-0.00017999999999999998
394,-0.00026500000000000004
395,-0.00022
396,-0.000295
397,-0.0006249999999999999
398,-0.00032
399,-0.00025000000000000006
400,-0.0002
401,-0.000215
402,-0.00023999999999999998
403,-0.00023999999999999998
404,-0.00025499999999999996
405,-0.00023999999999999998
406,-0.00029
407,-0.00026
408,-0.000255
409,-0.00014
410,-0.00023
411,-0.00025000000000000006
412,-0.00019
413,-0.00026499999999999994
414,-0.00024000000000000003
415,-0.00029
416,-0.00023499999999999997
417,-0.00021000000000000004
418,-0.00027499999999999996
419,-0.000295
420,-0.00054
421,-0.00021999999999999998
422,-0.000275
423,-0.000355
424,-0.000315
425,-0.000215
426,-0.00018500000000000002
427,-0.0002
428,-0.00025000000000000006
429,-0.00027499999999999996
430,-0.00025499999999999996
431,-0.000245
432,-0.00032500000000000004
433,-0.00030000000000000003
434,-0.00030500000000000004
435,-0.00027500000000000007
436,-0.000295
437,-0.00024000000000000003
438,-0.00052
439,-0.00024000000000000003
440,-0.000515
441,-0.000265
442,-0.00026
443,-0.00020500000000000002
444,-0.00032500000000000004
445,-0.00058
446,-0.00042000000000000007
447,-0.000305
448,-0.0005549999999999999
449,-0.000295
450,-0.00032500000000000004
451,-0.000355
452,-0.00023500000000000005
453,-0.000215
454,-0.00016000000000000004
455,-0.00029
456,-0.00019
457,-0.000215
458,-0.00027499999999999996
459,-0.001
460,-0.001
461,-0.000745
462,-0.00024500000000000005
463,-0.00020500000000000002
464,-0.00018
465,-0.0004050000000000001
466,-0.0006249999999999999
467,-0.00024500000000000005
468,-0.00028
469,-0.000295
470,-0.00025499999999999996
471,-0.00021999999999999998
472,-0.00023500000000000002
473,-0.00019
474,-0.00021000000000000004
475,-0.00018
476,-0.000275
477,-0.00021000000000000004
478,-0.000215
479,-0.000215
480,-0.000605
481,-0.00023
482,-0.000195
483,-0.00027500000000000007
484,-0.00019
485,-0.00033000000000000005
486,-0.00025000000000000006
487,-0.00023500000000000002
488,-0.00022500000000000002
489,-0.00023500000000000002
490,-0.00026
491,-0.00020500000000000002
492,-0.00038500000000000003
493,-0.00020999999999999998
494,-0.00024999999999999995
495,-0.00020500000000000002
496,-0.000225
497,-0.00023
498,-0.00031
499,-0.00022999999999999995
