,avg_rewards
0,-0.029316208795568892
1,-0.028787772381723264
2,-0.04013773825961372
3,-0.030303329683061153
4,-0.02873077655573015
5,-0.03548820406608581
6,-0.049547148026472414
7,-0.031200522941167153
8,-0.032947991556761744
9,-0.030274663143360487
