,state_time,state_inventory,action,reward,next_state - Inventory,next_state - Time,done
0,0.0,1.0,0.05,-0.003020302655176252,0.1,0.95,False
1,0.1,0.95,0.15,-0.047441734514117054,0.2,0.8,False
2,0.2,0.8,0.1,-0.019470631179672782,0.3,0.7,False
3,0.3,0.7,0.1,-0.019651557713977367,0.4,0.6,False
4,0.4,0.6,0.1,-0.019508720976368448,0.5,0.5,False
5,0.5,0.5,0.1,-0.019730911457093447,0.6,0.4,False
6,0.6,0.4,0.15,-0.048284471266009606,0.7,0.25,False
7,0.7,0.25,0.2,-0.08927137393070834,0.8,0.05,False
8,0.8,0.05,0.05,-0.003635294164325743,0.9,0.0,False
9,0.9,0.0,0.0,0.0,1.0,0.0,True
10,0.0,1.0,0.0,0.0,0.1,1.0,False
11,0.1,1.0,0.05,-0.0036154557285467226,0.2,0.95,False
12,0.2,0.95,0.05,-0.003591649605611903,0.3,0.9,False
13,0.3,0.9,0.2,-0.09104889777650817,0.4,0.7,False
14,0.4,0.7,0.2,-0.09146153724071167,0.5,0.5,False
15,0.5,0.5,0.05,-0.003916999952387758,0.6,0.45,False
16,0.6,0.45,0.1,-0.019916599215985063,0.7,0.35,False
17,0.7,0.35,0.05,-0.0038773230808297173,0.8,0.3,False
18,0.8,0.3,0.15,-0.04865584678379279,0.9,0.15,False
19,0.9,0.15,0.15,-0.04854871923058614,1.0,0.0,True
20,0.0,1.0,0.1,-0.020476836642384436,0.1,0.9,False
21,0.1,0.9,0.1,-0.021002158421812755,0.2,0.8,False
22,0.2,0.8,0.05,-0.004606583980066343,0.3,0.75,False
23,0.3,0.75,0.05,-0.004361380913837711,0.4,0.7,False
24,0.4,0.7,0.1,-0.021118014886762217,0.5,0.6,False
25,0.5,0.6,0.1,-0.020754574743290673,0.6,0.5,False
26,0.6,0.5,0.05,-0.00432170404227967,0.7,0.45,False
27,0.7,0.45,0.15,-0.051107877446079135,0.8,0.3,False
28,0.8,0.3,0.2,-0.09349299306448293,0.9,0.1,False
29,0.9,0.1,0.1,-0.022140091098097114,1.0,0.0,True
30,0.0,1.0,0.15,-0.05182206113412373,0.1,0.85,False
31,0.1,0.85,0.05,-0.005266013585360815,0.2,0.8,False
32,0.2,0.8,0.25,-0.151131683569014,0.3,0.55,False
33,0.3,0.55,0.05,-0.005527880937643833,0.4,0.5,False
34,0.4,0.5,0.0,0.0,0.5,0.5,False
35,0.5,0.5,0.05,-0.0050541390912409315,0.6,0.45,False
36,0.6,0.45,0.05,-0.004694666634925165,0.7,0.4,False
37,0.7,0.4,0.15,-0.052988561157929805,0.8,0.25,False
38,0.8,0.25,0.05,-0.005115241473440299,0.9,0.2,False
39,0.9,0.2,0.2,-0.09546096589376121,1.0,0.0,True
40,0.0,1.0,0.05,-0.004289962545033252,0.1,0.95,False
41,0.1,0.95,0.1,-0.020080067926804123,0.2,0.85,False
42,0.2,0.85,0.05,-0.004036030567061857,0.3,0.8,False
43,0.3,0.8,0.05,-0.004016192131282836,0.4,0.75,False
44,0.4,0.75,0.15,-0.05048891824977387,0.5,0.6,False
45,0.5,0.6,0.2,-0.09372470599438176,0.6,0.4,False
46,0.6,0.4,0.1,-0.021873462521227134,0.7,0.3,False
47,0.7,0.3,0.05,-0.0049724047358314025,0.8,0.25,False
48,0.8,0.25,0.15,-0.05195299481026518,0.9,0.1,False
49,0.9,0.1,0.1,-0.02244480947166281,1.0,0.0,True
50,0.0,1.0,0.0,0.0,0.1,1.0,False
51,0.1,1.0,0.2,-0.09673062578361823,0.2,0.8,False
52,0.2,0.8,0.05,-0.005416785697281355,0.3,0.75,False
53,0.3,0.75,0.1,-0.024047755082607262,0.4,0.65,False
54,0.4,0.65,0.0,0.0,0.5,0.65,False
55,0.5,0.65,0.05,-0.006194452379818763,0.6,0.6,False
56,0.6,0.6,0.2,-0.09980955101652146,0.7,0.4,False
57,0.7,0.4,0.15,-0.055369173451411687,0.8,0.25,False
58,0.8,0.25,0.05,-0.005916714278912548,0.9,0.2,False
59,0.9,0.2,0.2,-0.09774635369550382,1.0,0.0,True
60,0.0,1.0,0.1,-0.023698598612896585,0.1,0.9,False
61,0.1,0.9,0.15,-0.05465498976336716,0.2,0.75,False
62,0.2,0.75,0.1,-0.02358750337253411,0.3,0.65,False
63,0.3,0.65,0.05,-0.005480268691774193,0.4,0.6,False
64,0.4,0.6,0.1,-0.023063768667968075,0.5,0.5,False
65,0.5,0.5,0.2,-0.09597200399942865,0.6,0.3,False
66,0.6,0.3,0.0,0.0,0.7,0.3,False
67,0.7,0.3,0.15,-0.05246482645336379,0.8,0.15,False
68,0.8,0.15,0.1,-0.023476408132171587,0.9,0.05,False
69,0.9,0.05,0.05,-0.005107306099128699,1.0,0.0,True
70,0.0,1.0,0.2,-0.09593708835245761,0.1,0.8,False
71,0.1,0.8,0.0,0.0,0.2,0.8,False
72,0.2,0.8,0.05,-0.005286645558571,0.3,0.75,False
73,0.3,0.75,0.05,-0.005206498278023778,0.4,0.7,False
74,0.4,0.7,0.2,-0.09484835499690525,0.5,0.5,False
75,0.5,0.5,0.0,0.0,0.6,0.5,False
76,0.6,0.5,0.1,-0.02207978225332889,0.7,0.4,False
77,0.7,0.4,0.1,-0.021984557761589613,0.8,0.3,False
78,0.8,0.3,0.0,0.0,0.9,0.3,False
79,0.9,0.3,0.3,-0.21523948959672434,1.0,0.0,True
80,0.0,1.0,0.05,-0.004623248266120728,0.1,0.95,False
81,0.1,0.95,0.05,-0.004464540779888589,0.2,0.9,False
82,0.2,0.9,0.05,-0.004821632623910885,0.3,0.85,False
83,0.3,0.85,0.1,-0.023185973432366808,0.4,0.75,False
84,0.4,0.75,0.05,-0.005289819708295635,0.5,0.7,False
85,0.5,0.7,0.15,-0.052631469313907574,0.6,0.55,False
86,0.6,0.55,0.05,-0.004893050992715322,0.7,0.5,False
87,0.7,0.5,0.15,-0.053440877493691356,0.8,0.35,False
88,0.8,0.35,0.1,-0.02382556460188226,0.9,0.25,False
89,0.9,0.25,0.25,-0.1546629251376787,1.0,0.0,True
90,0.0,1.0,0.05,-0.005797683664238449,0.1,0.95,False
91,0.1,0.95,0.1,-0.024587360535796493,0.2,0.85,False
92,0.2,0.85,0.15,-0.05553581631195547,0.3,0.7,False
93,0.3,0.7,0.1,-0.023857306099128704,0.4,0.6,False
94,0.4,0.6,0.1,-0.023627180244092105,0.5,0.5,False
95,0.5,0.5,0.05,-0.0053969472615023354,0.6,0.45,False
96,0.6,0.45,0.1,-0.023857306099128704,0.7,0.35,False
97,0.7,0.35,0.05,-0.005631040803694711,0.8,0.3,False
98,0.8,0.3,0.3,-0.22124815502547263,0.9,0.0,False
99,0.9,0.0,0.0,0.0,1.0,0.0,True
100,0.0,1.0,0.05,-0.005829425161484868,0.1,0.95,False
101,0.1,0.95,0.05,-0.005972261899093786,0.2,0.9,False
102,0.2,0.9,0.1,-0.024381040803694735,0.3,0.8,False
103,0.3,0.8,0.1,-0.024301687060578656,0.4,0.7,False
104,0.4,0.7,0.0,0.0,0.5,0.7,False
105,0.5,0.7,0.1,-0.02469845577615897,0.6,0.6,False
106,0.6,0.6,0.3,-0.22466671427891255,0.7,0.3,False
107,0.7,0.3,0.1,-0.02474606802202861,0.8,0.2,False
108,0.8,0.2,0.15,-0.05563104080369473,0.9,0.05,False
109,0.9,0.05,0.05,-0.006190484692662963,1.0,0.0,True
110,0.0,1.0,0.3,-0.22499999999999998,0.1,0.7,False
