,PandL_vs_TWAP,PandL_agent,PandL_TWAP
0,-44.61081201579938,0.002911088495294314,0.00525569809061776
1,63.20721298215015,0.008069053230490834,0.004944054299471029
2,9.809796731111557,0.005248442286022638,0.004779575631921407
3,9.814827500253141,0.0053912790236315565,0.004909427211565878
4,9.806881934226073,0.005169088542906557,0.004707435865452242
5,9.808408689650097,0.005210352489326927,0.004744948544016215
6,63.15109934607226,0.007821469551968755,0.004794003585215223
7,115.32937862260495,0.010058823342697034,0.00467136598221766
8,-44.588202678590996,0.002752381009062197,0.0049671390247411846
9,-100.0,0.0,0.004923855164859694
10,-100.0,0.0,0.004707435865452242
11,-44.56944322887605,0.0026333503943880986,0.004750719725333733
12,-44.48684522264133,0.0022127755558729646,0.003986038200760762
13,114.25606778474106,0.008138462759288348,0.003798474807940984
14,114.75420270823852,0.008932000190448975,0.004159173640286724
15,-44.54932323610933,0.0025167003920074705,0.004538628811914409
16,9.785151601476853,0.004645353838340568,0.004231313406755889
17,-44.54745304035907,0.002506384405402401,0.004519872472632465
18,63.066733614819725,0.007476280769413856,0.00458479826245468
19,62.80021645571225,0.006559745036423353,0.004029322060642253
20,9.744044719672997,0.003897841578187251,0.003551756806616509
21,9.687101342563361,0.0031868320398673166,0.0029053844990529322
22,-44.389636695393456,0.0018636190861622901,0.0033512082558322634
23,-44.40650095467674,0.0019159925566188938,0.0034464327475715426
24,9.759298084279466,0.00414542525670933,0.003776832878000218
25,9.73444391187557,0.0037565919154406613,0.0034233480223014273
26,-44.32577655944186,0.001689040851306953,0.003033793283368014
27,61.91708804917532,0.004655255201637819,0.002875085797135869
28,111.3326104593029,0.005319817803805781,0.0025172725554489083
29,9.65047799006654,0.002851959243917512,0.0026009546845531094
30,59.80571714177887,0.0027269592439175564,0.0017064215803357092
31,-43.84993871640741,0.0009986632861972034,0.0017785613468048328
32,142.67231108827255,0.002985595311780842,0.0012302991216393145
33,-43.579056456955,0.0008121819898744678,0.0014395044443998586
34,-100.0,0.0,0.0020916479332809537
35,-44.254907092290416,0.0015303333650748365,0.0027452342174914385
36,-43.92002599046669,0.0010621462806900636,0.0018939849731554872
37,60.524665213236375,0.0031792755796791086,0.0019805526929184683
38,-43.96723043382379,0.001109758526559703,0.0019805526929184683
39,113.73231634922647,0.007440149819866998,0.003481059835476735
40,-44.534067241292256,0.0024349660365979415,0.004390020892987993
41,9.769427453375593,0.004327938865876289,0.0039427543408792716
42,-44.4859148255261,0.002208807868717165,0.003978824224113854
43,-44.39996993063847,0.001895360583408709,0.0034089200690075702
44,61.79985601586595,0.004481470504213691,0.0027697617380909425
45,112.09389393775922,0.005853074957545743,0.0027596621707852553
46,9.594202194273853,0.0024551905283371977,0.00224025585220737
47,-44.18882702181701,0.0014073350632449384,0.002521600941437078
48,61.043471394170055,0.0036077857925057963,0.00224025585220737
49,9.338640312750771,0.0015029456109444536,0.0013745786545776024
50,-100.0,0.0,0.0014034345611652762
51,104.76692939776949,0.0029328572108745818,0.0014322904677529092
52,-42.38777845897171,0.00045112245869637215,0.0007830325695305939
53,7.7713213565666015,0.00043960545318923216,0.00040790578389103755
54,-100.0,0.0,1.8351044957623752e-05
55,476.3884152453038,2.2612245869639467e-05,3.9230916638072915e-06
56,71.64299065964002,0.0007744353981177433,0.00045118964377252797
57,48.06298826289255,0.000774857163262361,0.0005233294102416513
58,-42.828005156053514,0.000538411576124052,0.0009417400557627392
59,100.17335585244635,0.002202802774206837,0.0011004475419948434
60,8.971649473064163,0.0009633401577552212,0.0008840282425873912
61,57.62250911853924,0.0018937449411988434,0.0012014432150516407
62,9.309656162256427,0.001439462616451616,0.0013168668414022956
63,-43.7807007633361,0.0009431156660159649,0.0016775656737480354
64,9.480003241075243,0.001913998000285682,0.0017482626448878098
65,109.00781409524005,0.004148556555412694,0.0019848810789065965
66,-100.0,0.0,0.0022113999456197368
67,58.19458560047376,0.0020603878017426266,0.001302438888108479
68,9.544310913082336,0.002185387801742604,0.0019949806462122846
69,-43.840532947804114,0.0009907279118856042,0.001764133393511016
70,104.6119199882329,0.002901115713628186,0.001417862514459093
71,-100.0,0.0,0.0016689089017717373
72,-43.87279877498299,0.0010185017219762236,0.0018146312300394147
73,-44.094535853697195,0.0012629112507736911,0.002259012191489356
74,111.88167444366516,0.005694367471313582,0.0026875224043160905
75,-100.0,0.0,0.002572098777965477
76,9.658065082676739,0.002915442238410394,0.0026586664977284575
77,9.683803902479532,0.003153503467758547,0.002875085797135869
78,-100.0,0.0,0.002875085797135869
79,208.1824692710871,0.008860510403275639,0.002875085797135869
80,-44.35345001287318,0.0017604592201114122,0.003163644863012485
81,-44.18649970187653,0.0014033673760891162,0.002514386964790129
82,-43.694227160717105,0.000882013283816598,0.00156647043338555
83,9.453388076098337,0.0018203605834087315,0.0016631377204542187
